T,X,Y,Z,Rx,Ry,Rz
11017,0,103,-24,2191,77,-679
11019,0,232,-50,2071,54,-767
11021,0,-1271,-147,1722,197,-174
11023,0,257,-81,2235,163,-392
11025,0,58,-27
11027,0,103,-24,2191,77,-679
11029,0,232,-50,2071,54,-767
11031,0,-1271,-147,1722,197,-174
11033,0,257,-81,2235,163,-392
11035,0,58,-27,2132,174,-394
11037,0,103,-24,2191,77,-679
11039,0,232,-50,2071,54,-767
11041,0,-1271,-147,1722,197,-174
11043,0,257,-81,2235,163,-392
11045,0,58,-27,2132,174,-394
11047,0,103,-24,2191,77,-679
11049,0,232,-50,2071,54,-767
11051,0,-1271,-147,1722,197,-174
11053,0,257,-81,2235,163,-392
11055,0,58,-27,2132,174,-394
11057,0,103,-24,2191,77,-679
11059,0,232,-50
11061,0,-1271,-147,1722,197,-174
11063,0,257,-81,2235,163,-392
11065,0,58,-27,2132,174,-394
11067,0,103,-24,2191,77,-679
11069,0,232,-50,2071,54,-767
11071,0,-1271,-147,1722,197,-174
11073,0,257,-81,2235,163,-392
11075,0,58,-27,2132,174,-394
11077,0,103,-24,2191,77,-679
11079,0,232,-50,2071,54,-767
11081,0,-1271,-147,1722,197,-174
11083,0,257,-81,2235,163,-392
11085,0,58,-27,2132,174,-394
11087,0,103,-24,2191,77,-679
11089,0,232,-50,2071,54,-767
11091,0,-1271,-147,1722,197,-174
11093,0,257
11095,0,58,-27,2132,174,-394
11097,0,103,-24,2191,77,-679
11099,0,232,-50,2071,54,-767
11101,0,-1271,-147,1722,197,-174
11103,0,257,-81,2235,163,-392
11105,0,58,-27,2132,174,-394
11107,0,103,-24,2191,77,-679
11109,0,232,-50,2071,54,-767
11111,0,-1271,-147,1722,197,-174
11113,0,257,-81,2235,163,-392
11115,0,58,-27,2132,174,-394
11117,0,103,-24,2191,77,-679
11119,0,232,-50,2071,54,-767
11121,0,-1271,-147,1722,197,-174
11123,0,257,-81,2235,163,-392
11125,0,58,-27,2132,174,-394
11127,0,103,-24
11129,0,232,-50,2071,54,-767
11131,0,-1271,-147,1722,197,-174
11133,0,257,-81,2235,163,-392
11135,0,58,-27,2132,174,-394
11137,0,103,-24,2191,77,-679
11139,0,232,-50,2071,54,-767
11141,0,-1271,-147,1722,197,-174
11143,0,257,-81,2235,163,-392
11145,0,58,-27,2132,174,-394
11147,0,103,-24,2191,77,-679
11149,0,232,-50,2071,54,-767
11151,0,-1271,-147,1722,197,-174
11153,0,257,-81,2235,163,-392
11155,0,58,-27,2132,174,-394
11157,0,103,-24,2191,77,-679
11159,0,232,-50,2071,54,-767
11161,0,-1271,-
11163,0,257,-81,2235,163,-392
11165,0,58,-27,2132,174,-394
11167,0,103,-24,2191,77,-679
11169,0,232,-50,2071,54,-767
11171,0,-1271,-147,1722,197,-174
11173,0,257,-81,2235,163,-392
11175,0,58,-27,2132,174,-394
11177,0,103,-24,2191,77,-679
11179,0,232,-50,2071,54,-767
11181,0,-1271,-147,1722,197,-174
11183,0,257,-81,2235,163,-392
11185,0,58,-27,2132,174,-394
11187,0,103,-24,2191,77,-679
11189,0,232,-50,2071,54,-767
11191,0,-1271,-147,1722,197,-174
11193,0,257,-81,2235,163,-392
11195,0,58,-27
11197,0,103,-24,2191,77,-679
11199,0,232,-50,2071,54,-767
11201,0,-1271,-147,1722,197,-174
11203,0,257,-81,2235,163,-392
11205,0,58,-27,2132,174,-394
11207,0,103,-24,2191,77,-679
11209,0,232,-50,2071,54,-767
11211,0,-1271,-147,1722,197,-174
11213,0,257,-81,2235,163,-392
11215,0,58,-27,2132,174,-394
11217,0,103,-24,2191,77,-679
11219,0,232,-50,2071,54,-767
11221,0,-1271,-147,1722,197,-174
11223,0,257,-81,2235,163,-392
11225,0,58,-27,2132,174,-394
11227,0,103,-24,2191,77,-679
11229,0,232,-50
11231,0,-1271,-147,1722,197,-174
11233,0,257,-81,2235,163,-392
11235,0,58,-27,2132,174,-394
11237,0,103,-24,2191,77,-679
11239,0,232,-50,2071,54,-767
11241,0,-1271,-147,1722,197,-174
11243,0,257,-81,2235,163,-392
11245,0,58,-27,2132,174,-394
11247,0,103,-24,2191,77,-679
11249,0,232,-50,2071,54,-767
11251,0,-1271,-147,1722,197,-174
11253,0,257,-81,2235,163,-392
11255,0,58,-27,2132,174,-394
11257,0,103,-24,2191,77,-679
11259,0,232,-50,2071,54,-767
11261,0,-1271,-147,1722,197,-174
11263,0,257
11265,0,58,-27,2132,174,-394
11267,0,103,-24,2191,77,-679
11269,0,232,-50,2071,54,-767
11271,0,-1271,-147,1722,197,-174
11273,0,257,-81,2235,163,-392
11275,0,58,-27,2132,174,-394
11277,0,103,-24,2191,77,-679
11279,0,232,-50,2071,54,-767
11281,0,-1271,-147,1722,197,-174
11283,0,257,-81,2235,163,-392
11285,0,58,-27,2132,174,-394
11287,0,103,-24,2191,77,-679
11289,0,232,-50,2071,54,-767
11291,0,-1271,-147,1722,197,-174
11293,0,257,-81,2235,163,-392
11295,0,58,-27,2132,174,-394
11297,0,103,-24
11299,0,232,-50,2071,54,-767
11301,0,-1271,-147,1722,197,-174
11303,0,257,-81,2235,163,-392
11305,0,58,-27,2132,174,-394
11307,0,103,-24,2191,77,-679
11309,0,232,-50,2071,54,-767
11311,0,-1271,-147,1722,197,-174
11313,0,257,-81,2235,163,-392
11315,0,58,-27,2132,174,-394
11317,0,103,-24,2191,77,-679
11319,0,232,-50,2071,54,-767
11321,0,-1271,-147,1722,197,-174
11323,0,257,-81,2235,163,-392
11325,0,58,-27,2132,174,-394
11327,0,103,-24,2191,77,-679
11329,0,232,-50,2071,54,-767
11331,0,-1271,-
11333,0,257,-81,2235,163,-392
11335,0,58,-27,2132,174,-394
11337,0,103,-24,2191,77,-679
11339,0,232,-50,2071,54,-767
11341,0,-1271,-147,1722,197,-174
11343,0,257,-81,2235,163,-392
11345,0,58,-27,2132,174,-394
11347,0,103,-24,2191,77,-679
11349,0,232,-50,2071,54,-767
11351,0,-1271,-147,1722,197,-174
11353,0,257,-81,2235,163,-392
11355,0,58,-27,2132,174,-394
11357,0,103,-24,2191,77,-679
11359,0,232,-50,2071,54,-767
11361,0,-1271,-147,1722,197,-174
11363,0,257,-81,2235,163,-392
11365,0,58,-27
11367,0,103,-24,2191,77,-679
11369,0,232,-50,2071,54,-767
11371,0,-1271,-147,1722,197,-174
11373,0,257,-81,2235,163,-392
11375,0,58,-27,2132,174,-394
11377,0,103,-24,2191,77,-679
11379,0,232,-50,2071,54,-767
11381,0,-1271,-147,1722,197,-174
11383,0,257,-81,2235,163,-392
11385,0,58,-27,2132,174,-394
11387,0,103,-24,2191,77,-679
11389,0,232,-50,2071,54,-767
11391,0,-1271,-147,1722,197,-174
11393,0,257,-81,2235,163,-392
11395,0,58,-27,2132,174,-394
11397,0,103,-24,2191,77,-679
11399,0,232,-50
11401,0,-1271,-147,1722,197,-174
11403,0,257,-81,2235,163,-392
11405,0,58,-27,2132,174,-394
11407,0,103,-24,2191,77,-679
11409,0,232,-50,2071,54,-767
11411,0,-1271,-147,1722,197,-174
11413,0,257,-81,2235,163,-392
11415,0,58,-27,2132,174,-394
11417,0,103,-24,2191,77,-679
11419,0,232,-50,2071,54,-767
11421,0,-1271,-147,1722,197,-174
11423,0,257,-81,2235,163,-392
11425,0,58,-27,2132,174,-394
11427,0,103,-24,2191,77,-679
11429,0,232,-50,2071,54,-767
11431,0,-1271,-147,1722,197,-174
11433,0,257
11435,0,58,-27,2132,174,-394
11437,0,103,-24,2191,77,-679
11439,0,232,-50,2071,54,-767
11441,0,-1271,-147,1722,197,-174
11443,0,257,-81,2235,163,-392
11445,0,58,-27,2132,174,-394
11447,0,103,-24,2191,77,-679
11449,0,232,-50,2071,54,-767
11451,0,-1271,-147,1722,197,-174
11453,0,257,-81,2235,163,-392
11455,0,58,-27,2132,174,-394
11457,0,103,-24,2191,77,-679
11459,0,232,-50,2071,54,-767
11461,0,-1271,-147,1722,197,-174
11463,0,257,-81,2235,163,-392
11465,0,58,-27,2132,174,-394
11467,0,103,-24
11469,0,232,-50,2071,54,-767
11471,0,-1271,-147,1722,197,-174
11473,0,257,-81,2235,163,-392
11475,0,58,-27,2132,174,-394
11477,0,103,-24,2191,77,-679
11479,0,232,-50,2071,54,-767
11481,0,-1271,-147,1722,197,-174
11483,0,257,-81,2235,163,-392
11485,0,58,-27,2132,174,-394
11487,0,103,-24,2191,77,-679
11489,0,232,-50,2071,54,-767
11491,0,-1271,-147,1722,197,-174
11493,0,257,-81,2235,163,-392
11495,0,58,-27,2132,174,-394
11497,0,103,-24,2191,77,-679
11499,0,232,-50,2071,54,-767
11501,0,-1271,-
11503,0,257,-81,2235,163,-392
11505,0,58,-27,2132,174,-394
11507,0,103,-24,2191,77,-679
11509,0,232,-50,2071,54,-767
11511,0,-1271,-147,1722,197,-174
11513,0,257,-81,2235,163,-392
11515,0,58,-27,2132,174,-394
11517,0,103,-24,2191,77,-679
11519,0,232,-50,2071,54,-767
11521,0,-1271,-147,1722,197,-174
11523,0,257,-81,2235,163,-392
11525,0,58,-27,2132,174,-394
11527,0,103,-24,2191,77,-679
11529,0,232,-50,2071,54,-767
11531,0,-1271,-147,1722,197,-174
11533,0,257,-81,2235,163,-392
11535,0,58,-27
11537,0,103,-24,2191,77,-679
11539,0,232,-50,2071,54,-767
11541,0,-1271,-147,1722,197,-174
11543,0,257,-81,2235,163,-392
11545,0,58,-27,2132,174,-394
11547,0,103,-24,2191,77,-679
11549,0,232,-50,2071,54,-767
11551,0,-1271,-147,1722,197,-174
11553,0,257,-81,2235,163,-392
11555,0,58,-27,2132,174,-394
11557,0,103,-24,2191,77,-679
11559,0,232,-50,2071,54,-767
11561,0,-1271,-147,1722,197,-174
11563,0,257,-81,2235,163,-392
11565,0,58,-27,2132,174,-394
11567,0,103,-24,2191,77,-679
11569,0,232,-50
11571,0,-1271,-147,1722,197,-174
11573,0,257,-81,2235,163,-392
11575,0,58,-27,2132,174,-394
11577,0,103,-24,2191,77,-679
11579,0,232,-50,2071,54,-767
11581,0,-1271,-147,1722,197,-174
11583,0,257,-81,2235,163,-392
11585,0,58,-27,2132,174,-394
11587,0,103,-24,2191,77,-679
11589,0,232,-50,2071,54,-767
11591,0,-1271,-147,1722,197,-174
11593,0,257,-81,2235,163,-392
11595,0,58,-27,2132,174,-394
11597,0,103,-24,2191,77,-679
11599,0,232,-50,2071,54,-767
11601,0,-1271,-147,1722,197,-174
11603,0,257
11605,0,58,-27,2132,174,-394
11607,0,103,-24,2191,77,-679
11609,0,232,-50,2071,54,-767
11611,0,-1271,-147,1722,197,-174
11613,0,257,-81,2235,163,-392
11615,0,58,-27,2132,174,-394
11617,0,103,-24,2191,77,-679
11619,0,232,-50,2071,54,-767
11621,0,-1271,-147,1722,197,-174
11623,0,257,-81,2235,163,-392
11625,0,58,-27,2132,174,-394
11627,0,103,-24,2191,77,-679
11629,0,232,-50,2071,54,-767
11631,0,-1271,-147,1722,197,-174
11633,0,257,-81,2235,163,-392
11635,0,58,-27,2132,174,-394
11637,0,103,-24
11639,0,232,-50,2071,54,-767
11641,0,-1271,-147,1722,197,-174
11643,0,257,-81,2235,163,-392
11645,0,58,-27,2132,174,-394
11647,0,103,-24,2191,77,-679
11649,0,232,-50,2071,54,-767
11651,0,-1271,-147,1722,197,-174
11653,0,257,-81,2235,163,-392
11655,0,58,-27,2132,174,-394
11657,0,103,-24,2191,77,-679
11659,0,232,-50,2071,54,-767
11661,0,-1271,-147,1722,197,-174
11663,0,257,-81,2235,163,-392
11665,0,58,-27,2132,174,-394
11667,0,103,-24,2191,77,-679
11669,0,232,-50,2071,54,-767
11671,0,-1271,-
11673,0,257,-81,2235,163,-392
11675,0,58,-27,2132,174,-394
11677,0,103,-24,2191,77,-679
11679,0,232,-50,2071,54,-767
11681,0,-1271,-147,1722,197,-174
11683,0,257,-81,2235,163,-392
11685,0,58,-27,2132,174,-394
11687,0,103,-24,2191,77,-679
11689,0,232,-50,2071,54,-767
11691,0,-1271,-147,1722,197,-174
11693,0,257,-81,2235,163,-392
11695,0,58,-27,2132,174,-394
11697,0,103,-24,2191,77,-679
11699,0,232,-50,2071,54,-767
11701,0,-1271,-147,1722,197,-174
11703,0,257,-81,2235,163,-392
11705,0,58,-27
11707,0,103,-24,2191,77,-679
11709,0,232,-50,2071,54,-767
11711,0,-1271,-147,1722,197,-174
11713,0,257,-81,2235,163,-392
11715,0,58,-27,2132,174,-394
11717,0,103,-24,2191,77,-679
11719,0,232,-50,2071,54,-767
11721,0,-1271,-147,1722,197,-174
11723,0,257,-81,2235,163,-392
11725,0,58,-27,2132,174,-394
11727,0,103,-24,2191,77,-679
11729,0,232,-50,2071,54,-767
11731,0,-1271,-147,1722,197,-174
11733,0,257,-81,2235,163,-392
11735,0,58,-27,2132,174,-394
11737,0,103,-24,2191,77,-679
11739,0,232,-50
11741,0,-1271,-147,1722,197,-174
11743,0,257,-81,2235,163,-392
11745,0,58,-27,2132,174,-394
11747,0,103,-24,2191,77,-679
11749,0,232,-50,2071,54,-767
11751,0,-1271,-147,1722,197,-174
11753,0,257,-81,2235,163,-392
11755,0,58,-27,2132,174,-394
11757,0,103,-24,2191,77,-679
11759,0,232,-50,2071,54,-767
11761,0,-1271,-147,1722,197,-174
11763,0,257,-81,2235,163,-392
11765,0,58,-27,2132,174,-394
11767,0,103,-24,2191,77,-679
11769,0,232,-50,2071,54,-767
11771,0,-1271,-147,1722,197,-174
11773,0,257
11775,0,58,-27,2132,174,-394
11777,0,103,-24,2191,77,-679
11779,0,232,-50,2071,54,-767
11781,0,-1271,-147,1722,197,-174
11783,0,257,-81,2235,163,-392
11785,0,58,-27,2132,174,-394
11787,0,103,-24,2191,77,-679
11789,0,232,-50,2071,54,-767
11791,0,-1271,-147,1722,197,-174
11793,0,257,-81,2235,163,-392
11795,0,58,-27,2132,174,-394
11797,0,103,-24,2191,77,-679
11799,0,232,-50,2071,54,-767
11801,0,-1271,-147,1722,197,-174
11803,0,257,-81,2235,163,-392
11805,0,58,-27,2132,174,-394
11807,0,103,-24
11809,0,232,-50,2071,54,-767
11811,0,-1271,-147,1722,197,-174
11813,0,257,-81,2235,163,-392
11815,0,58,-27,2132,174,-394
11817,0,103,-24,2191,77,-679
11819,0,232,-50,2071,54,-767
11821,0,-1271,-147,1722,197,-174
11823,0,257,-81,2235,163,-392
11825,0,58,-27,2132,174,-394
11827,0,103,-24,2191,77,-679
11829,0,232,-50,2071,54,-767
11831,0,-1271,-147,1722,197,-174
11833,0,257,-81,2235,163,-392
11835,0,58,-27,2132,174,-394
11837,0,103,-24,2191,77,-679
11839,0,232,-50,2071,54,-767
11841,0,-1271,-
11843,0,257,-81,2235,163,-392
11845,0,58,-27,2132,174,-394
11847,0,103,-24,2191,77,-679
11849,0,232,-50,2071,54,-767
11851,0,-1271,-147,1722,197,-174
11853,0,257,-81,2235,163,-392
11855,0,58,-27,2132,174,-394
11857,0,103,-24,2191,77,-679
11859,0,232,-50,2071,54,-767
11861,0,-1271,-147,1722,197,-174
11863,0,257,-81,2235,163,-392
11865,0,58,-27,2132,174,-394
11867,0,103,-24,2191,77,-679
11869,0,232,-50,2071,54,-767
11871,0,-1271,-147,1722,197,-174
11873,0,257,-81,2235,163,-392
11875,0,58,-27
11877,0,103,-24,2191,77,-679
11879,0,232,-50,2071,54,-767
11881,0,-1271,-147,1722,197,-174
11883,0,257,-81,2235,163,-392
11885,0,58,-27,2132,174,-394
11887,0,103,-24,2191,77,-679
11889,0,232,-50,2071,54,-767
11891,0,-1271,-147,1722,197,-174
11893,0,257,-81,2235,163,-392
11895,0,58,-27,2132,174,-394
11897,0,103,-24,2191,77,-679
11899,0,232,-50,2071,54,-767
11901,0,-1271,-147,1722,197,-174
11903,0,257,-81,2235,163,-392
11905,0,58,-27,2132,174,-394
11907,0,103,-24,2191,77,-679
11909,0,232,-50
11911,0,-1271,-147,1722,197,-174
11913,0,257,-81,2235,163,-392
11915,0,58,-27,2132,174,-394
11917,0,103,-24,2191,77,-679
11919,0,232,-50,2071,54,-767
11921,0,-1271,-147,1722,197,-174
11923,0,257,-81,2235,163,-392
11925,0,58,-27,2132,174,-394
11927,0,103,-24,2191,77,-679
11929,0,232,-50,2071,54,-767
11931,0,-1271,-147,1722,197,-174
11933,0,257,-81,2235,163,-392
11935,0,58,-27,2132,174,-394
11937,0,103,-24,2191,77,-679
11939,0,232,-50,2071,54,-767
11941,0,-1271,-147,1722,197,-174
11943,0,257
11945,0,58,-27,2132,174,-394
11947,0,103,-24,2191,77,-679
11949,0,232,-50,2071,54,-767
11951,0,-1271,-147,1722,197,-174
11953,0,257,-81,2235,163,-392
11955,0,58,-27,2132,174,-394
11957,0,103,-24,2191,77,-679
11959,0,232,-50,2071,54,-767
11961,0,-1271,-147,1722,197,-174
11963,0,257,-81,2235,163,-392
11965,0,58,-27,2132,174,-394
11967,0,103,-24,2191,77,-679
11969,0,232,-50,2071,54,-767
11971,0,-1271,-147,1722,197,-174
11973,0,257,-81,2235,163,-392
11975,0,58,-27,2132,174,-394
11977,0,103,-24
11979,0,232,-50,2071,54,-767
11981,0,-1271,-147,1722,197,-174
11983,0,257,-81,2235,163,-392
11985,0,58,-27,2132,174,-394
11987,0,103,-24,2191,77,-679
11989,0,232,-50,2071,54,-767
11991,0,-1271,-147,1722,197,-174
11993,0,257,-81,2235,163,-392
11995,0,58,-27,2132,174,-394
11997,0,103,-24,2191,77,-679
11999,0,232,-50,2071,54,-767
12001,0,-1271,-147,1722,197,-174
12003,0,257,-81,2235,163,-392
12005,0,58,-27,2132,174,-394
12007,0,103,-24,2191,77,-679
12009,0,232,-50,2071,54,-767
12011,0,-1271,-
12013,0,257,-81,2235,163,-392
12015,0,58,-27,2132,174,-394
12017,0,103,-24,2191,77,-679
12019,0,232,-50,2071,54,-767
12021,0,-1271,-147,1722,197,-174
12023,0,257,-81,2235,163,-392
12025,0,58,-27,2132,174,-394
12027,0,103,-24,2191,77,-679
12029,0,232,-50,2071,54,-767
12031,0,-1271,-147,1722,197,-174
12033,0,257,-81,2235,163,-392
12035,0,58,-27,2132,174,-394
12037,0,103,-24,2191,77,-679
12039,0,232,-50,2071,54,-767
12041,0,-1271,-147,1722,197,-174
12043,0,257,-81,2235,163,-392
12045,0,58,-27
12047,0,103,-24,2191,77,-679
12049,0,232,-50,2071,54,-767
12051,0,-1271,-147,1722,197,-174
12053,0,257,-81,2235,163,-392
12055,0,58,-27,2132,174,-394
12057,0,103,-24,2191,77,-679
12059,0,232,-50,2071,54,-767
12061,0,-1271,-147,1722,197,-174
12063,0,257,-81,2235,163,-392
12065,0,58,-27,2132,174,-394
12067,0,103,-24,2191,77,-679
12069,0,232,-50,2071,54,-767
12071,0,-1271,-147,1722,197,-174
12073,0,257,-81,2235,163,-392
12075,0,58,-27,2132,174,-394
12077,0,103,-24,2191,77,-679
12079,0,232,-50
12081,0,-1271,-147,1722,197,-174
12083,0,257,-81,2235,163,-392
12085,0,58,-27,2132,174,-394
12087,0,103,-24,2191,77,-679
12089,0,232,-50,2071,54,-767
12091,0,-1271,-147,1722,197,-174
12093,0,257,-81,2235,163,-392
12095,0,58,-27,2132,174,-394
12097,0,103,-24,2191,77,-679
12099,0,232,-50,2071,54,-767
12101,0,-1271,-147,1722,197,-174
12103,0,257,-81,2235,163,-392
12105,0,58,-27,2132,174,-394
12107,0,103,-24,2191,77,-679
12109,0,232,-50,2071,54,-767
12111,0,-1271,-147,1722,197,-174
12113,0,257
12115,0,58,-27,2132,174,-394
12117,0,103,-24,2191,77,-679
12119,0,232,-50,2071,54,-767
12121,0,-1271,-147,1722,197,-174
12123,0,257,-81,2235,163,-392
12125,0,58,-27,2132,174,-394
12127,0,103,-24,2191,77,-679
12129,0,232,-50,2071,54,-767
12131,0,-1271,-147,1722,197,-174
12133,0,257,-81,2235,163,-392
12135,0,58,-27,2132,174,-394
12137,0,103,-24,2191,77,-679
12139,0,232,-50,2071,54,-767
12141,0,-1271,-147,1722,197,-174
12143,0,257,-81,2235,163,-392
12145,0,58,-27,2132,174,-394
12147,0,103,-24
12149,0,232,-50,2071,54,-767
12151,0,-1271,-147,1722,197,-174
12153,0,257,-81,2235,163,-392
12155,0,58,-27,2132,174,-394
12157,0,103,-24,2191,77,-679
12159,0,232,-50,2071,54,-767
12161,0,-1271,-147,1722,197,-174
12163,0,257,-81,2235,163,-392
12165,0,58,-27,2132,174,-394
12167,0,103,-24,2191,77,-679
12169,0,232,-50,2071,54,-767
12171,0,-1271,-147,1722,197,-174
12173,0,257,-81,2235,163,-392
12175,0,58,-27,2132,174,-394
12177,0,103,-24,2191,77,-679
12179,0,232,-50,2071,54,-767
12181,0,-1271,-
12183,0,257,-81,2235,163,-392
12185,0,58,-27,2132,174,-394
12187,0,103,-24,2191,77,-679
12189,0,232,-50,2071,54,-767
12191,0,-1271,-147,1722,197,-174
12193,0,257,-81,2235,163,-392
12195,0,58,-27,2132,174,-394
12197,0,103,-24,2191,77,-679
12199,0,232,-50,2071,54,-767
12201,0,-1271,-147,1722,197,-174
12203,0,257,-81,2235,163,-392
12205,0,58,-27,2132,174,-394
12207,0,103,-24,2191,77,-679
12209,0,232,-50,2071,54,-767
12211,0,-1271,-147,1722,197,-174
12213,0,257,-81,2235,163,-392
12215,0,58,-27
12217,0,103,-24,2191,77,-679
12219,0,232,-50,2071,54,-767
12221,0,-1271,-147,1722,197,-174
12223,0,257,-81,2235,163,-392
12225,0,58,-27,2132,174,-394
12227,0,103,-24,2191,77,-679
12229,0,232,-50,2071,54,-767
12231,0,-1271,-147,1722,197,-174
12233,0,257,-81,2235,163,-392
12235,0,58,-27,2132,174,-394
12237,0,103,-24,2191,77,-679
12239,0,232,-50,2071,54,-767
12241,0,-1271,-147,1722,197,-174
12243,0,257,-81,2235,163,-392
12245,0,58,-27,2132,174,-394
12247,0,103,-24,2191,77,-679
12249,0,232,-50
12251,0,-1271,-147,1722,197,-174
12253,0,257,-81,2235,163,-392
12255,0,58,-27,2132,174,-394
12257,0,103,-24,2191,77,-679
12259,0,232,-50,2071,54,-767
12261,0,-1271,-147,1722,197,-174
12263,0,257,-81,2235,163,-392
12265,0,58,-27,2132,174,-394
12267,0,103,-24,2191,77,-679
12269,0,232,-50,2071,54,-767
12271,0,-1271,-147,1722,197,-174
12273,0,257,-81,2235,163,-392
12275,0,58,-27,2132,174,-394
12277,0,103,-24,2191,77,-679
12279,0,232,-50,2071,54,-767
12281,0,-1271,-147,1722,197,-174
12283,0,257
12285,0,58,-27,2132,174,-394
12287,0,103,-24,2191,77,-679
12289,0,232,-50,2071,54,-767
12291,0,-1271,-147,1722,197,-174
12293,0,257,-81,2235,163,-392
12295,0,58,-27,2132,174,-394
12297,0,103,-24,2191,77,-679
12299,0,232,-50,2071,54,-767
12301,0,-1271,-147,1722,197,-174
12303,0,257,-81,2235,163,-392
12305,0,58,-27,2132,174,-394
12307,0,103,-24,2191,77,-679
12309,0,232,-50,2071,54,-767
12311,0,-1271,-147,1722,197,-174
12313,0,257,-81,2235,163,-392
12315,0,58,-27,2132,174,-394
12317,0,103,-24
12319,0,232,-50,2071,54,-767
12321,0,-1271,-147,1722,197,-174
12323,0,257,-81,2235,163,-392
12325,0,58,-27,2132,174,-394
12327,0,103,-24,2191,77,-679
12329,0,232,-50,2071,54,-767
12331,0,-1271,-147,1722,197,-174
12333,0,257,-81,2235,163,-392
12335,0,58,-27,2132,174,-394
12337,0,103,-24,2191,77,-679
12339,0,232,-50,2071,54,-767
12341,0,-1271,-147,1722,197,-174
12343,0,257,-81,2235,163,-392
12345,0,58,-27,2132,174,-394
12347,0,103,-24,2191,77,-679
12349,0,232,-50,2071,54,-767
12351,0,-1271,-
12353,0,257,-81,2235,163,-392
12355,0,58,-27,2132,174,-394
12357,0,103,-24,2191,77,-679
12359,0,232,-50,2071,54,-767
12361,0,-1271,-147,1722,197,-174
12363,0,257,-81,2235,163,-392
12365,0,58,-27,2132,174,-394
12367,0,103,-24,2191,77,-679
12369,0,232,-50,2071,54,-767
12371,0,-1271,-147,1722,197,-174
12373,0,257,-81,2235,163,-392
12375,0,58,-27,2132,174,-394
12377,0,103,-24,2191,77,-679
12379,0,232,-50,2071,54,-767
12381,0,-1271,-147,1722,197,-174
12383,0,257,-81,2235,163,-392
12385,0,58,-27
12387,0,103,-24,2191,77,-679
12389,0,232,-50,2071,54,-767
12391,0,-1271,-147,1722,197,-174
12393,0,257,-81,2235,163,-392
12395,0,58,-27,2132,174,-394
12397,0,103,-24,2191,77,-679
12399,0,232,-50,2071,54,-767
12401,0,-1271,-147,1722,197,-174
12403,0,257,-81,2235,163,-392
12405,0,58,-27,2132,174,-394
12407,0,103,-24,2191,77,-679
12409,0,232,-50,2071,54,-767
12411,0,-1271,-147,1722,197,-174
12413,0,257,-81,2235,163,-392
12415,0,58,-27,2132,174,-394
12417,0,103,-24,2191,77,-679
12419,0,232,-50
12421,0,-1271,-147,1722,197,-174
12423,0,257,-81,2235,163,-392
12425,0,58,-27,2132,174,-394
12427,0,103,-24,2191,77,-679
12429,0,232,-50,2071,54,-767
12431,0,-1271,-147,1722,197,-174
12433,0,257,-81,2235,163,-392
12435,0,58,-27,2132,174,-394
12437,0,103,-24,2191,77,-679
12439,0,232,-50,2071,54,-767
12441,0,-1271,-147,1722,197,-174
12443,0,257,-81,2235,163,-392
12445,0,58,-27,2132,174,-394
12447,0,103,-24,2191,77,-679
12449,0,232,-50,2071,54,-767
12451,0,-1271,-147,1722,197,-174
12453,0,257
12455,0,58,-27,2132,174,-394
12457,0,103,-24,2191,77,-679
12459,0,232,-50,2071,54,-767
12461,0,-1271,-147,1722,197,-174
